大区域,小区域,小区名,该房源建筑时间,小区建造时间,楼栋数量,房屋数量,地铁距离,物业公司,物业费,开发商,房屋类型,房源链接,房源标题,房源户型,房源楼层,房源总楼,电梯,装修,面积,朝向,住宅类型,关注,发布时间,房屋总价,房屋单价,笋度
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101903548.html,此房满两年，看房方便，业主自住！,3室2厅1厨2卫,高楼层 (共5层),['共5层'],无,简装,94.59㎡,南,普通住宅,11,2019-03-18,290,30659,1.2394485769728332
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101977947.html,万科城市花园 蚂蚁工房 精装小户型 业主诚心卖卖卖,1室1厅1厨1卫,中楼层 (共11层),['共11层'],有,精装,53㎡,东,普通住宅,7,2019-04-02,135,25472,1.0297542043984476
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102159271.html,万科城市花园 南北通透大三居 两证五年 带40平花园,3室2厅1厨2卫,低楼层 (共5层),['共5层'],无,精装,130㎡,南 北,普通住宅,8,2019-05-10,325,25000,1.010672703751617
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102163226.html,万科城市花园 2室1厅 210万,2室1厅1厨1卫,中楼层 (共6层),['共6层'],无,其他,85㎡,南,普通住宅,7,2019-05-11,210,24706,0.9987871927554981
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102171802.html,万科城市花园 两证满两年 读书未使用  房东诚心出售,3室2厅1厨2卫,低楼层 (共9层),['共9层'],有,精装,135.5㎡,南,普通住宅,6,2019-05-13,328,24207,0.9786141655886158
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102174962.html,金融港万科城花  精装小三房 满二 无贷款 诚心卖,3室2厅1厨1卫,低楼层 (共10层),['共10层'],有,精装,102㎡,南,普通住宅,11,2019-05-13,240,23530,0.951245148771022
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102184313.html,万科城市花园 3室2厅 328万,3室2厅1厨2卫,中楼层 (共11层),['共11层'],有,其他,128㎡,南 北,普通住宅,4,2019-05-15,328,25625,1.0359395213454075
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102188688.html,万科城市花园 3室2厅 340万,3室2厅1厨2卫,中楼层 (共4层),['共4层'],无,其他,133.3㎡,南 北,普通住宅,5,2019-05-16,340,25507,1.0311691461836998
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101435319.html,万科城市花园 129一楼带花园  户型方正 一梯两户,3室2厅1厨2卫,低楼层 (共5层),['共5层'],无,精装,129.07㎡,南 北,普通住宅,15,2018-10-17,325,25181,1.0179899741267788
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101783941.html,万科城市花园 特一区复式洋房 产证满五年 通透格局,4室2厅1厨3卫,高楼层 (共6层),['共6层'],无,精装,125.46㎡,南 北,普通住宅,4,2019-02-21,410,32680,1.321151358344114
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102136810.html,万科城市花园 4室1厅 270万,4室1厅1厨1卫,低楼层 (共6层),['共6层'],无,精装,94㎡,南,普通住宅,7,2019-05-06,270,28724,1.161222509702458
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102143990.html,万科城市花园 一室 精装小户型  楼层好  看房方便,1室1厅1厨1卫,中楼层 (共11层),['共11层'],有,精装,53㎡,东南,普通住宅,8,2019-05-08,140,26416,1.0679172056921087
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102146634.html,万科城市花园 通透大三居 中间楼层 保养好,3室2厅1厨2卫,中楼层 (共6层),['共6层'],无,简装,125.99㎡,南 北,普通住宅,8,2019-05-08,330,26193,1.0589020051746443
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102151276.html,万科城市花园  小区中间位置 采光充足 通风好,3室2厅1厨1卫,中楼层 (共11层),['共11层'],有,简装,113.25㎡,南 北,普通住宅,7,2019-05-09,300,26491,1.0709492238033635
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102057089.html,万科城花上西2房 南北通透 满两年 采光好 位置安静,2室2厅1厨1卫,中楼层 (共5层),['共5层'],无,精装,92㎡,南 北,普通住宅,6,2019-04-19,246,26740,1.0810155239327297
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102093076.html,万科城市花园 满五年 精装三房,3室2厅1厨2卫,中楼层 (共6层),['共6层'],无,精装,126㎡,南 北,普通住宅,4,2019-04-27,330,26191,1.058821151358344
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101855344.html,万科城市花园 西区两房 通透户型 方正大阳台急售,2室2厅1厨1卫,中楼层 (共5层),['共5层'],无,简装,91㎡,南,普通住宅,6,2019-03-08,230,25275,1.021790103492885
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101998932.html,万科城市花园townhouse四楼，带四个大露台,4室2厅1厨2卫,高楼层 (共4层),['共4层'],无,精装,169㎡,南 北,普通住宅,7,2019-04-07,420,24853,1.0047299482535577
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101688530.html,万科城市花园大复式 两证满二 无贷款,4室2厅1厨2卫,高楼层 (共4层),['共4层'],无,精装,169.13㎡,南,普通住宅,2,2019-01-06,510,30155,1.2190734152652005
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101831428.html,万科城市花园 一室 精装小户型  楼层好  看房方便,1室1厅1厨1卫,高楼层 (共11层),['共11层'],有,精装,53.1㎡,南,普通住宅,6,2019-03-03,140,26366,1.0658958602846054
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101514146.html,万科城市花园万科原始装修四房没有住过满2诚售,4室2厅1厨1卫,高楼层 (共17层),['共17层'],有,简装,134.47㎡,南,普通住宅,11,2018-11-09,336,24987,1.0101471539456663
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101576644.html,万科城市花园 3室2厅 350万,3室2厅1厨2卫,高楼层 (共5层),['共5层'],无,毛坯,113㎡,南 北,普通住宅,5,2018-11-29,350,30974,1.2521830530401035
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101709389.html,万科城市花园 南北通透大三房，两证两年少税,3室2厅1厨2卫,低楼层 (共11层),['共11层'],有,精装,134.85㎡,南 北,普通住宅,5,2019-01-14,350,25955,1.0492804010349288
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101712552.html,万科城市花园 南北通透大三居 带车位 两证两年,3室2厅1厨2卫,高楼层 (共11层),['共11层'],有,简装,128.73㎡,南 北,普通住宅,10,2019-01-15,350,27189,1.0991672056921087
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101838868.html,万科城市花园步梯洋房 产证满五 南北通透 采光好,3室2厅1厨1卫,中楼层 (共5层),['共5层'],无,精装,114㎡,南 北,普通住宅,16,2019-03-04,268,23509,0.9503961836998707
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101889248.html,万科城市花园精装两房，看房方便，业主诚心出售。,2室2厅1厨1卫,中楼层 (共6层),['共6层'],无,精装,84.67㎡,南 北,普通住宅,9,2019-03-15,210,24803,1.0027086028460543
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101909052.html,万科城市花园一楼带花园，业主诚售。,3室2厅1厨1卫,低楼层 (共11层),['共11层'],有,简装,115㎡,南 北,普通住宅,11,2019-03-19,295,25653,1.0370714747736094
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101951249.html,万科城市花园 2室2厅 255万,2室2厅1厨1卫,高楼层 (共9层),['共9层'],有,精装,92㎡,南 北,普通住宅,7,2019-03-28,255,27718,1.1205530401034929
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104101981644.html,万科城市花园 满两年 税费少 精装修 拎包入住,2室2厅1厨1卫,中楼层 (共6层),['共6层'],无,精装,86.58㎡,东南,普通住宅,7,2019-04-03,210,24256,0.9805950840879689
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102016152.html,万科城市花园上东六区精装修2房 诚心出售,2室2厅1厨1卫,中楼层 (共6层),['共6层'],无,精装,87.9㎡,南 北,普通住宅,5,2019-04-11,230,26167,1.0578509055627425
东湖高新,关山大道,万科城市花园,2003,2003,86栋,3823户,暂无地铁,武汉万科物业管理有限公司,1.1至2.5元/平米/月,武汉市万科房地产有限公司,板楼,https://wh.lianjia.com/ershoufang/104102016538.html,万科城市花园上东六区精装2房 采光好 诚心出售,2室2厅1厨1卫,中楼层 (共6层),['共6层'],无,精装,88.81㎡,东 西,普通住宅,7,2019-04-11,220,24772,1.0014553686934022
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101642294.html,朝南视野开阔，中间楼层，满两年，精装，房东诚心出售,1室1厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,41.87㎡,南,普通住宅,29,2018-12-20,94.5,22570,1.1081107619795758
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104100894817.html,满五唯一税费少，有钥匙随时看房,3室2厅1厨2卫,高楼层 (共33层),['共33层'],有,毛坯,137㎡,南 北,普通住宅,32,2018-03-31,286,20876,1.0249410840534172
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102032450.html,满五唯一的两居，自住精装，视野开阔、采光无遮挡,2室2厅1厨1卫,中楼层 (共33层),['共33层'],有,精装,88.7㎡,南,普通住宅,44,2019-04-15,179,20181,0.990818931657502
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101853224.html,金地 朝南户型正规一居室 满二年 税费少 诚心出售,1室1厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,49.21㎡,南,普通住宅,34,2019-03-07,110,22354,1.0975058915946583
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101536371.html,光谷 金地小区精装两室 高楼层 无遮挡,2室2厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,92.06㎡,南,普通住宅,8,2018-11-16,185,20096,0.9866457187745483
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101798310.html,金地中·心城满五唯一的三居，中间楼层无遮挡，有钥匙,3室2厅1厨1卫,低楼层 (共33层),['共33层'],有,简装,115.02㎡,南,普通住宅,2,2019-02-24,235,20432,1.0031421838177534
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102127301.html,光谷金地 三房两厅 南北通透 带阳台 中间楼层满两年,3室2厅1厨1卫,中楼层 (共33层),['共33层'],有,精装,114.09㎡,南 北,普通住宅,3,2019-05-05,246,21562,1.0586213668499607
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,近2号线光谷广场站,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101399010.html,金地两房，双阳台，产证满二，诚心出售,2室1厅1厨1卫,低楼层 (共30层),['共30层'],有,精装,93.54㎡,南,普通住宅,6,2018-10-07,185,19778,0.9710329929300864
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101704331.html,满五唯一 三房两厅 刚装修完成,3室2厅1厨1卫,中楼层 (共30层),['共30层'],有,精装,116.86㎡,南 北,普通住宅,18,2019-01-12,252,21565,1.0587686567164178
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,近2号线光谷广场站,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101416371.html,光谷金地小区高层两室  两证两年,2室2厅1厨1卫,高楼层 (共30层),['共30层'],有,精装,92.27㎡,南,普通住宅,19,2018-10-12,186,20159,0.9897388059701493
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101697343.html,小区中间位置 中高层 中装两居 满2年 诚售,2室1厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,92.36㎡,南,普通住宅,22,2019-01-09,180,19489,0.956844069128044
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101903695.html,房子属于通透通透户型  精装 中间楼层 满五年  诚售,3室2厅1厨1卫,低楼层 (共31层),['共31层'],有,简装,112.1㎡,南 北,普通住宅,19,2019-03-18,220,19626,0.9635703063629222
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102102176.html,房东急售优质三房，看房方便，售房心里价位稳定,3室2厅1厨1卫,高楼层 (共32层),['共32层'],有,精装,98.61㎡,南,普通住宅,0,2019-04-29,210,21297,1.0456107619795758
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102144008.html,光谷商圈 满两年 小区中间位置 中间楼层采光好,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,96㎡,东南,普通住宅,1,2019-05-08,215,22396,1.099567949725059
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101114267.html,金地城 南北通透小户型 满二 楼层好,1室1厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,46.74㎡,南 北,普通住宅,12,2018-07-15,120,25674,1.2605066771406128
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101578826.html,金地中，心城 精装独门独户小户型,1室1厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,37㎡,北,普通住宅,12,2018-11-30,75,20271,0.9952376276512176
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101922629.html,此房满2年，高楼层，视野宽阔，采光充足，配套完善！,2室2厅1厨1卫,高楼层 (共33层),['共33层'],有,精装,93.05㎡,南,普通住宅,6,2019-03-22,188,20205,0.9919972505891594
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101560637.html,看价格，随时可看，满两年，不临街和路和高架，精装修,2室2厅1厨1卫,高楼层 (共33层),['共33层'],有,精装,92.98㎡,南,普通住宅,29,2018-11-24,180,19360,0.950510604870385
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,近2号线光谷广场站,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102101342.html,中高楼层，视野、采光没问题，自住精装，诚意出售,2室2厅1厨1卫,中楼层 (共30层),['共30层'],有,精装,89.53㎡,南,普通住宅,10,2019-04-29,180,20105,0.9870875883739199
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101645618.html,光谷金地大四房 清水毛坯  满两年诚心出售,4室2厅1厨2卫,低楼层 (共33层),['共33层'],有,毛坯,156.9㎡,南 北,普通住宅,5,2018-12-22,290,18484,0.9075019638648861
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102104770.html,满两年 居家精装修 南北通透大三居 双阳台,3室1厅1厨1卫,高楼层 (共31层),['共31层'],有,精装,116.7㎡,南 北,普通住宅,0,2019-04-30,260,22280,1.093872741555381
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101975437.html,金地大三房，带入户花园，南北通透 满两年,3室2厅1厨2卫,低楼层 (共33层),['共33层'],有,精装,113.73㎡,南 北,普通住宅,20,2019-04-02,238,20927,1.0274450117831893
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102031929.html,金地中1心城 中高层小户型 满五唯一 首付30万以内,1室1厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,37.05㎡,北,普通住宅,4,2019-04-14,82,22133,1.0866555380989789
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102069888.html,金地中心城 1室1厅 80万,1室1厅1厨1卫,高楼层 (共32层),['共32层'],有,简装,36.6㎡,北,普通住宅,3,2019-04-22,80,21858,1.07315396700707
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102133439.html,工程大学旁 金地中-心城 中间位置 满两年 看房方便,2室1厅1厨1卫,中楼层 (共33层),['共33层'],有,简装,87.83㎡,南,普通住宅,0,2019-05-06,198,22544,1.1068342498036134
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,近2号线光谷广场站,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101377219.html,金地满两年精装两房中高楼层诚心出售,2室2厅1厨1卫,中楼层 (共30层),['共30层'],有,精装,91.03㎡,南,普通住宅,12,2018-09-29,190,20873,1.02479379418696
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101947423.html,光谷金地小区朝南两房，居家精装修，无贷款,2室1厅1厨1卫,中楼层 (共33层),['共33层'],有,精装,87.83㎡,南,普通住宅,0,2019-03-27,220,25049,1.2298212882953652
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101968617.html,光谷商圈 自住精装 朝南两居室 诚心出售,2室2厅1厨1卫,低楼层 (共31层),['共31层'],有,精装,89.24㎡,南 北,普通住宅,1,2019-03-31,183,20507,1.0068244304791831
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102038699.html,金地中 心城居家两房 产证满二户型通透采光好,2室2厅1厨1卫,低楼层 (共33层),['共33层'],有,简装,89㎡,南,普通住宅,0,2019-04-16,190,21349,1.0481637863315003
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102108701.html,光谷F出口 小户型 证满两年，税费少 看房提前预约,1室1厅1厨1卫,中楼层 (共32层),['共32层'],有,简装,41.9㎡,南 北,普通住宅,0,2019-05-01,93.8,22387,1.0991260801256872
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104100688093.html,金地精装修复式楼视野开阔，新装修未入住,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,精装,181.5㎡,南,普通住宅,45,2017-11-08,410,22590,1.1090926944226238
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101193698.html,金地 南北通透 一室一厅 满两年 视野采光无遮挡,1室1厅1厨1卫,低楼层 (共32层),['共32层'],有,简装,45.23㎡,南 北,普通住宅,11,2018-08-11,110,24321,1.194078947368421
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101619189.html,此房房本满五年，双卧和客厅均朝南，楼层好，视野宽阔,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,116.04㎡,南 北,普通住宅,13,2018-12-12,278,23958,1.1762568735271013
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104101652481.html,诚售满两年，税费低，采光好，视线好，精装修两房,2室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,89.81㎡,南,普通住宅,2,2018-12-24,192,21379,1.0496366849960723
东湖高新,关西长职,金地中心城,2010,2010,14栋,2745户,暂无地铁,武汉龙锦物业服务有限公司,1.7至1.8元/平米/月,湖北天地房地产开发有限公司,塔楼,https://wh.lianjia.com/ershoufang/104102117229.html,中间楼层满五唯一，双阳台朝南俩房,2室2厅1厨1卫,中楼层 (共30层),['共30层'],有,简装,91.05㎡,南,普通住宅,1,2019-05-03,188,20648,1.0137470542026707
